"No.","Time","Source","Destination","Protocol","Length","Info"
"2459","165.429208","10.42.0.21","35.174.54.215","TCP","54","[TCP Dup ACK 2458#1] 56485  >  443 [ACK] Seq=269 Ack=5554 Win=2266 Len=0"
"2460","165.519440","35.174.54.215","10.42.0.21","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2461","165.528177","10.42.0.21","35.174.54.215","TCP","54","56485  >  443 [ACK] Seq=269 Ack=5605 Win=2266 Len=0"
"2462","165.576324","10.42.0.21","35.174.54.215","TLSv1.2","600","Application Data"
"2463","165.576459","10.42.0.105","10.42.0.21","TCP","74","45366  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347694794 TSecr=0 WS=1024"
"2464","165.576487","10.42.0.21","10.42.0.105","TCP","58","9999  >  45366 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"2465","165.577714","10.42.0.105","10.42.0.21","TCP","54","45366  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2466","165.577847","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","145","TCP Cmd: {""cnCloud"":{""get_info"":{}},""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""}}"
"2467","165.578484","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45366 [ACK] Seq=1 Ack=1 Win=2178 Len=0"
"2468","165.579001","10.42.0.21","10.42.0.105","TCP","54","9999  >  45366 [ACK] Seq=1 Ack=92 Win=1815 Len=0"
"2469","165.640155","Raspberr_1c:40:40","Tp-LinkT_5d:4d:08","ARP","42","Who has 10.42.0.21? Tell 10.42.0.1"
"2470","165.643733","Tp-LinkT_5d:4d:08","Raspberr_1c:40:40","ARP","42","10.42.0.21 is at 74:da:88:5d:4d:08"
"2471","165.674780","35.174.54.215","10.42.0.21","TLSv1.2","1279","Application Data"
"2472","165.674789","35.174.54.215","10.42.0.21","TLSv1.2","88","Application Data"
"2473","165.685779","10.42.0.21","35.174.54.215","TCP","54","56485  >  443 [ACK] Seq=815 Ack=6830 Win=1700 Len=0"
"2474","165.686310","10.42.0.21","35.174.54.215","TCP","54","56485  >  443 [ACK] Seq=815 Ack=6864 Win=1700 Len=0"
"2475","165.715111","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45366 [ACK] Seq=1 Ack=92 Win=2178 Len=0"
"2476","165.718433","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","295","TCP Rsp: {""cnCloud"":{""get_info"":{""username"":""rajasiddique420.be@gmail.com"",""server"":""n-devs.tplinkcloud.com"",""binded"":1,""cld_connection"":1,""illegalType"":0,""tcspStatus"":1,""fwDlPage"":"""",""tcspInfo"":"""",""stopConnect"":0,""fwNotifyType"":0,""err_code"":0}}}"
"2477","165.719709","10.42.0.105","10.42.0.21","TCP","54","45366  >  9999 [ACK] Seq=92 Ack=242 Win=65535 Len=0"
"2478","165.720283","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 2468#1] 9999  >  45366 [ACK] Seq=242 Ack=92 Win=2178 Len=0"
"2479","165.720769","10.42.0.105","10.42.0.21","TCP","54","45366  >  9999 [FIN, ACK] Seq=92 Ack=242 Win=65535 Len=0"
"2480","165.721357","10.42.0.21","10.42.0.105","TCP","54","9999  >  45366 [ACK] Seq=242 Ack=93 Win=1815 Len=0"
"2481","165.725123","10.42.0.21","35.174.54.215","TCP","54","56485  >  443 [FIN, ACK] Seq=815 Ack=6864 Win=1700 Len=0"
"2482","165.728315","10.42.0.105","10.42.0.21","TCP","74","45374  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347694954 TSecr=0 WS=1024"
"2483","165.742140","10.42.0.21","10.42.0.105","TCP","58","9999  >  45374 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"2484","165.744666","10.42.0.105","10.42.0.21","TCP","54","45374  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2485","165.744800","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","147","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""get_sysinfo"":{}}}"
"2486","165.745411","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45374 [ACK] Seq=1 Ack=1 Win=2178 Len=0"
"2487","165.746414","10.42.0.21","10.42.0.105","TCP","54","9999  >  45374 [ACK] Seq=1 Ack=94 Win=1815 Len=0"
"2488","165.782464","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2489","165.782492","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2490","165.815790","35.174.54.215","10.42.0.21","TCP","54","443  >  56485 [ACK] Seq=6864 Ack=816 Win=65535 Len=0"
"2491","165.815796","35.174.54.215","10.42.0.21","TCP","54","443  >  56485 [FIN, ACK] Seq=6864 Ack=816 Win=65535 Len=0"
"2492","165.820709","10.42.0.21","35.174.54.215","TCP","54","56485  >  443 [ACK] Seq=816 Ack=6865 Win=1699 Len=0"
"2493","165.862930","10.42.0.21","10.42.0.105","TCP","54","9999  >  45366 [FIN, ACK] Seq=242 Ack=93 Win=2178 Len=0"
"2494","165.862981","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45374 [ACK] Seq=1 Ack=94 Win=2178 Len=0"
"2495","165.863004","10.42.0.105","10.42.0.21","TCP","54","45366  >  9999 [ACK] Seq=93 Ack=243 Win=65535 Len=0"
"2496","165.867028","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","675","TCP Rsp: {""system"":{""get_sysinfo"":{""sw_ver"":""1.5.5 Build 191125 Rel.114303"",""hw_ver"":""2.0"",""type"":""IOT.SMARTPLUGSWITCH"",""model"":""HS110(FR)"",""mac"":""74:DA:88:5D:4D:08"",""dev_name"":""Smart Wi-Fi Plug With Energy Monitoring"",""alias"":""TP-LINK_Smart Plug_4D08"",""relay_state"":1,""on_time"":1,""active_mode"":""none"",""feature"":""TIM:ENE"",""updating"":0,""icon_hash"":"""",""rssi"":-34,""led_off"":0,""longitude_i"":0,""latitude_i"":0,""hwId"":""AAA2979A05DDD4ED8509CA93007EC550"",""fwId"":""00000000000000000000000000000000"",""deviceId"":""8006782516FA66099F7279716F5670411C245CBE"",""oemId"":""CF682E9482754DDAAA09BA72423467CE"",""next_action"":{""type"":-1},""err_code"":0}}}"
"2497","165.868997","10.42.0.105","10.42.0.21","TCP","54","45374  >  9999 [ACK] Seq=94 Ack=622 Win=65535 Len=0"
"2498","165.869492","10.42.0.105","10.42.0.21","TCP","54","45374  >  9999 [FIN, ACK] Seq=94 Ack=622 Win=65535 Len=0"
"2499","165.877413","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 2487#1] 9999  >  45374 [ACK] Seq=622 Ack=94 Win=2178 Len=0"
"2500","165.878096","10.42.0.21","10.42.0.105","TCP","54","9999  >  45374 [ACK] Seq=622 Ack=95 Win=1815 Len=0"
"2501","166.008111","10.42.0.21","10.42.0.105","TCP","54","9999  >  45374 [FIN, ACK] Seq=622 Ack=95 Win=2178 Len=0"
"2502","166.008164","10.42.0.105","10.42.0.21","TCP","54","45374  >  9999 [ACK] Seq=95 Ack=623 Win=65535 Len=0"
"2503","166.758580","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2504","166.758614","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2505","166.893754","10.42.0.105","10.42.0.21","TCP","74","45390  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347696104 TSecr=0 WS=1024"
"2506","166.893779","10.42.0.21","10.42.0.105","TCP","58","9999  >  45390 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"2507","166.893799","10.42.0.105","10.42.0.21","TCP","54","45390  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2508","166.894287","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","154","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""set_led_off"":{""off"":1}}}"
"2509","166.894862","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45390 [ACK] Seq=1 Ack=1 Win=2178 Len=0"
"2510","166.895565","10.42.0.21","10.42.0.105","TCP","54","9999  >  45390 [ACK] Seq=1 Ack=101 Win=1815 Len=0"
"2511","167.024588","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  45390 [ACK] Seq=1 Ack=101 Win=2178 Len=0"
"2512","167.761938","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2513","167.761972","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2514","167.787097","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","99","TCP Rsp: {""system"":{""set_led_off"":{""err_code"":0}}}"
"2515","168.223225","10.42.0.21","10.42.0.105","TCP","99","[TCP Retransmission] 9999  >  45390 [PSH, ACK] Seq=1 Ack=101 Win=2904 Len=45"
"2516","168.771919","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2517","168.771952","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2518","169.759148","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2519","169.759182","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2520","170.553414","10.42.0.21","10.42.0.105","TCP","99","[TCP Retransmission] 9999  >  45390 [PSH, ACK] Seq=1 Ack=101 Win=2904 Len=45"
"2521","170.762457","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2522","170.762490","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2523","171.313237","WiZConne_2e:2f:aa","Broadcast","ARP","42","ARP Announcement for 10.42.0.230"
"2524","171.725567","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2525","171.725660","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2526","172.703322","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2527","172.703357","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2528","173.686688","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2529","173.686723","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2530","174.663773","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2531","174.663808","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2532","175.190888","10.42.0.21","10.42.0.105","TCP","99","[TCP Retransmission] 9999  >  45390 [PSH, ACK] Seq=1 Ack=101 Win=4356 Len=45"
"2533","175.632401","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2534","175.632437","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2535","175.818140","10.42.0.105","52.17.57.131","TCP","97","[TCP Retransmission] 36466  >  443 [FIN, PSH, ACK] Seq=1 Ack=33 Win=75 Len=31 TSval=2240969933 TSecr=2814786567"
"2536","176.610334","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2537","176.610369","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2538","177.158570","10.42.0.230","54.171.21.119","TLSv1.2","85","Application Data"
"2539","177.219563","54.171.21.119","10.42.0.230","TCP","54","8883  >  56733 [ACK] Seq=3179 Ack=1190 Win=8961 Len=0"
"2540","177.219575","54.171.21.119","10.42.0.230","TLSv1.2","85","Application Data"
"2541","177.365557","10.42.0.230","54.171.21.119","TCP","54","56733  >  8883 [ACK] Seq=1190 Ack=3210 Win=5243 Len=0"
"2542","177.585610","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2543","177.585644","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2544","178.575900","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2545","178.575935","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2546","179.589424","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2547","179.589461","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2548","180.609100","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2549","180.609135","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2550","180.893948","10.42.0.105","10.42.0.1","DNS","74","Standard query 0xdae5 A www.google.com"
"2551","180.894038","10.42.0.1","10.42.0.105","DNS","170","Standard query response 0xdae5 A www.google.com A 108.177.15.103 A 108.177.15.104 A 108.177.15.99 A 108.177.15.105 A 108.177.15.106 A 108.177.15.147"
"2552","180.929548","36:1e:55:77:cc:8a","Raspberr_1c:40:40","ARP","42","Who has 10.42.0.1? Tell 10.42.0.105"
"2553","180.929555","Raspberr_1c:40:40","36:1e:55:77:cc:8a","ARP","42","10.42.0.1 is at 2c:cf:67:1c:40:40"
"2554","181.606931","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2555","181.606964","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2556","182.584026","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2557","182.584060","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2558","183.561965","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2559","183.561999","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2560","184.483300","10.42.0.21","10.42.0.105","TCP","99","[TCP Retransmission] 9999  >  45390 [PSH, ACK] Seq=1 Ack=101 Win=4356 Len=45"
"2561","184.568689","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2562","184.568722","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2563","185.500292","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2564","185.500326","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2565","186.120159","Raspberr_1c:40:40","36:1e:55:77:cc:8a","ARP","42","Who has 10.42.0.105? Tell 10.42.0.1"
"2566","186.532204","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2567","186.532239","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2568","186.944985","10.42.0.105","10.42.0.21","TCP","54","45390  >  9999 [FIN, ACK] Seq=101 Ack=1 Win=65535 Len=0"
"2569","186.945011","10.42.0.105","10.42.0.1","DNS","86","Standard query 0xa54f A n-euw1-wap.tplinkcloud.com"
"2570","186.945103","10.42.0.1","10.42.0.105","DNS","118","Standard query response 0xa54f A n-euw1-wap.tplinkcloud.com A 52.17.57.131 A 52.19.86.129"
"2571","186.945121","10.42.0.21","10.42.0.105","TCP","54","9999  >  45390 [ACK] Seq=46 Ack=102 Win=3630 Len=0"
"2572","187.054314","10.42.0.105","52.17.57.131","TCP","74","58584  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2240981179 TSecr=0 WS=1024"
"2573","187.087056","52.17.57.131","10.42.0.105","TCP","74","443  >  58584 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1360 SACK_PERM TSval=2814924714 TSecr=2240981179 WS=256"
"2574","187.091775","10.42.0.21","10.42.0.105","TCP","54","9999  >  45390 [RST, ACK] Seq=46 Ack=102 Win=4355 Len=0"
"2575","187.093430","10.42.0.105","52.17.57.131","TCP","66","58584  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2240981220 TSecr=2814924714"
"2576","187.098456","10.42.0.105","52.17.57.131","TLSv1.2","583","Client Hello"
"2577","187.133523","52.17.57.131","10.42.0.105","TLSv1.2","1414","Server Hello"
"2578","187.133605","52.17.57.131","10.42.0.105","TCP","1414","443  >  58584 [ACK] Seq=1349 Ack=518 Win=524032 Len=1348 TSval=2814924718 TSecr=2240981226 [TCP segment of a reassembled PDU]"
"2579","187.133611","52.17.57.131","10.42.0.105","TLSv1.2","776","Certificate, Server Key Exchange, Server Hello Done"
"2580","187.137700","10.42.0.105","52.17.57.131","TCP","66","58584  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=2240981265 TSecr=2814924718"
"2581","187.140464","10.42.0.105","52.17.57.131","TCP","66","58584  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=2240981266 TSecr=2814924718"
"2582","187.140495","10.42.0.105","52.17.57.131","TCP","66","58584  >  443 [ACK] Seq=518 Ack=3407 Win=74752 Len=0 TSval=2240981266 TSecr=2814924718"
"2583","187.144164","Raspberr_1c:40:40","36:1e:55:77:cc:8a","ARP","42","Who has 10.42.0.105? Tell 10.42.0.1"
"2584","187.145682","10.42.0.105","52.17.57.131","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2585","187.148584","36:1e:55:77:cc:8a","Raspberr_1c:40:40","ARP","42","10.42.0.105 is at 36:1e:55:77:cc:8a"
"2586","187.180693","52.17.57.131","10.42.0.105","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"2587","187.200332","10.42.0.105","52.17.57.131","TLSv1.2","981","Application Data"
"2588","187.269464","52.17.110.64","10.42.0.21","TLSv1.2","300","Application Data"
"2589","187.278873","10.42.0.21","52.17.110.64","TCP","54","56455  >  443 [ACK] Seq=352 Ack=1009 Win=3400 Len=0"
"2590","187.281825","52.17.57.131","10.42.0.105","TCP","66","443  >  58584 [ACK] Seq=3458 Ack=1559 Win=524288 Len=0 TSval=2814924867 TSecr=2240981320"
"2591","187.535667","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2592","187.535699","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2593","188.050374","10.42.0.21","52.17.110.64","TLSv1.2","186","Application Data"
"2594","188.083228","52.17.57.131","10.42.0.105","TLSv1.2","366","Application Data"
"2595","188.124449","52.17.110.64","10.42.0.21","TCP","54","443  >  56455 [ACK] Seq=1009 Ack=484 Win=39664 Len=0"
"2596","188.233316","52.17.57.131","10.42.0.105","TCP","366","[TCP Retransmission] 443  >  58584 [PSH, ACK] Seq=3458 Ack=1559 Win=524288 Len=300 TSval=2814925818 TSecr=2240981320"
"2597","188.379535","52.17.57.131","10.42.0.105","TCP","366","[TCP Retransmission] 443  >  58584 [PSH, ACK] Seq=3458 Ack=1559 Win=524288 Len=300 TSval=2814925964 TSecr=2240981320"
"2598","188.520897","52.17.57.131","10.42.0.105","TCP","366","[TCP Retransmission] 443  >  58584 [PSH, ACK] Seq=3458 Ack=1559 Win=524288 Len=300 TSval=2814926105 TSecr=2240981320"
"2599","188.546354","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2600","188.546383","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2601","189.542330","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2602","189.542363","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2603","189.674429","52.17.57.131","10.42.0.105","TCP","366","[TCP Retransmission] 443  >  58584 [PSH, ACK] Seq=3458 Ack=1559 Win=524288 Len=300 TSval=2814927260 TSecr=2240981320"
"2604","190.527852","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2605","190.527886","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2606","191.539608","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"2607","191.539643","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"2608","191.953250","36:1e:55:77:cc:8a","Tp-LinkT_5d:4d:08","ARP","42","Who has 10.42.0.21? Tell 10.42.0.105"
"2609","191.953277","Tp-LinkT_5d:4d:08","36:1e:55:77:cc:8a","ARP","42","10.42.0.21 is at 74:da:88:5d:4d:08"
"2610","192.005786","52.17.57.131","10.42.0.105","TCP","366","[TCP Retransmission] 443  >  58584 [PSH, ACK] Seq=3458 Ack=1559 Win=524288 Len=300 TSval=2814929591 TSecr=2240981320"
"2611","192.081751","10.42.0.105","10.42.0.21","TCP","74","48052  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347721304 TSecr=0 WS=1024"
"2612","192.081773","10.42.0.21","10.42.0.105","TCP","58","9999  >  48052 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"2613","192.081792","10.42.0.105","10.42.0.21","TCP","54","48052  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2614","192.082111","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","146","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""netif"":{""get_stainfo"":{}}}"
"2615","192.082539","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  48052 [ACK] Seq=1 Ack=1 Win=4356 Len=0"
"2616","192.082967","10.42.0.21","10.42.0.105","TCP","54","9999  >  48052 [ACK] Seq=1 Ack=93 Win=3630 Len=0"
"2617","192.107669","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  48052 [ACK] Seq=1 Ack=93 Win=4356 Len=0"
"2618","192.109625","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","148","TCP Rsp: {""netif"":{""get_stainfo"":{""ssid"":""galaxyonymous_pi"",""key_type"":2,""rssi"":-36,""err_code"":0}}}"
"2619","192.110052","10.42.0.105","52.17.57.131","TCP","66","58584  >  443 [ACK] Seq=1559 Ack=3758 Win=76800 Len=0 TSval=2240986237 TSecr=2814929591"
"2620","192.111599","10.42.0.105","10.42.0.21","TCP","54","48052  >  9999 [ACK] Seq=93 Ack=95 Win=65535 Len=0"
"2621","192.112490","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 2616#1] 9999  >  48052 [ACK] Seq=95 Ack=93 Win=4356 Len=0"
"2622","192.118259","10.42.0.105","10.42.0.21","TCP","54","48052  >  9999 [FIN, ACK] Seq=93 Ack=95 Win=65535 Len=0"
"2623","192.121868","10.42.0.21","10.42.0.105","TCP","54","9999  >  48052 [ACK] Seq=95 Ack=94 Win=3630 Len=0"
"2624","192.123975","10.42.0.105","10.42.0.21","TCP","74","48068  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347721349 TSecr=0 WS=1024"
"2625","192.124594","10.42.0.21","10.42.0.105","TCP","58","9999  >  48068 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"2626","192.126524","10.42.0.105","10.42.0.21","TCP","54","48068  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2627","192.127057","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  48068 [ACK] Seq=1 Ack=1 Win=4356 Len=0"
"2628","192.128529","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","146","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""time"":{""get_timezone"":{}}}"
"2629","192.129059","10.42.0.21","10.42.0.105","TCP","54","9999  >  48068 [ACK] Seq=1 Ack=93 Win=3630 Len=0"
